My Soul to Save,Rachel Vincent,2009
Saving Grace,Julie Garwood,1993
A Knight in Shining Armor,Jude Deveraux,1989
The Given Day,Dennis Lehane,2008
If You Could See Me Now,Cecelia Ahern,2005
Heir to the Shadows,Anne Bishop,1999
inf,Sherrilyn Kenyon,2010
Leaving Paradise,Simone Elkeles,2007
Touch of Power,Maria V. Snyder,2011
Personal,Lee Child,2014
Enemy of God,Bernard Cornwell,1996
Affinity,Sarah Waters,1999
A God in Ruins,Kate Atkinson,2015
The Mermaid Chair,Sue Monk Kidd,2004
Sister,Rosamund Lupton,2010
Covet,J.R. Ward,2009
The Last Days of Dogtown,Anita Diamant,2005
Arcadia,Lauren Groff,2012
Lunar Park,Bret Easton Ellis,2005
Sovereign ,C.J. Sansom,2006
The Red Tent,Anita Diamant,1997
Crocodile Tears,Anthony Horowitz,2009
Runaway ,Meg Cabot,2010
Children of Dune,Frank Herbert,1976
The Girl in the Red Coat,Kate Hamer,2015
Can You Keep a Secret?,Sophie Kinsella,2003
Ride Steady,Kristen Ashley,2015
Twilight,Meg Cabot,2005
Stargirl,Jerry Spinelli,2000
Revelation,C.J. Sansom,2008
The Next Big Thing,Johanna Edwards,2005
The Wisdom of Crowds,James Surowiecki,2004
Matched,Ally Condie,2010
Just Go to Bed,Mercer Mayer,1983
A Year in Provence,Peter Mayle,1989
Icefire,Chris d'Lacey,2003
Significance,Shelly Crane,2011
Looking for Alibrandi,Melina Marchetta,1992
Playing for Keeps,R.L. Mathewson,2011
Possession,A.S. Byatt,1990
Moab Is My Washpot,Stephen Fry,1997
Body Double,Tess Gerritsen,2004
Independence Day,Richard Ford,1995
Deception,Jonathan Kellerman,2009
Life After Life,Kate Atkinson,2013
A King's Ransom,Jude Watson,2011
The Devil's Punchbowl,Greg Iles,2009
The Law of Nines,Terry Goodkind,2009
New Spring,Robert Jordan,2004
Circle of Friends,Maeve Binchy,1990
Moon Over Soho,Ben Aaronovitch,2011
Heat Wave,Richard Castle,2008
Friction,Sandra Brown,2015
"Mary, Mary",James Patterson,2005
Carrion Comfort,Dan Simmons,1989
The Sea of Monsters,Rick Riordan,2006
The Slap,Christos Tsiolkas,2008
The Lone Drow,R.A. Salvatore,2003
Grendel,John Gardner,1970
The Panther,Nelson DeMille,2012
Just a Mess (Look-Look),Mercer Mayer,1987
Roses Are Red,James Patterson,2000
Crown of Midnight,Sarah J. Maas,2013
Testimony,Anita Shreve,2008
The Weird Sisters,Eleanor Brown,2011
Heart-Shaped Box,Joe Hill,2007
Faithful Place,Tana French,2010
Christ the Lord: Out of Egypt,Anne Rice,2005
Pulp,Charles Bukowski,1994
The Submission,Amy Waldman,2011
Raven Rise,D.J. MacHale,2008
Nesmrtelnost,Milan Kundera,1990
Haunted,Meg Cabot,2003
Another Brooklyn,Jacqueline Woodson,2016
Splendor,Anna Godbersen,2009
Point of Origin,Patricia Cornwell,1998
The Demolished Man,Alfred Bester,1953
Cover Her Face,P.D. James,1962
The Druid of Shannara,Terry Brooks,1991
Devil in a Blue Dress,Walter Mosley,1990
Something About You,Julie James,2010
Shalimar the Clown,Salman Rushdie,2005
The House Girl,Tara Conklin,2013
First Grave on the Right,Darynda Jones,2011
Thorn Queen,Richelle Mead,2008
Notes from a Big Country,Bill Bryson,1998
The Princess Bride,William Goldman,1973
At the Water's Edge,Sara Gruen,2015
The Wandering Fire,Guy Gavriel Kay,1986
The Celestine Prophecy,James Redfield,1993
The Eternal Dawn,Christopher Pike,2010
For Love of Evil,Piers Anthony,1988
Going Solo,"Roald Dahl, Quentin Blake",1986
They Do it with Mirrors,Agatha Christie,1952
Siege and Storm,Leigh Bardugo,2013
A Bruxa de Portobello,Paulo Coelho,2006
Save the Date,Mary Kay Andrews,2014
The horse and his boy,C.S. Lewis,1954
The White Tiger,Aravind Adiga,2008
The Negotiator,Frederick Forsyth,1989
Swan Song,Robert McCammon,1987
The Hunt for Red October,Tom Clancy,1984
Still Life,Louise Penny,2005
Echo Park,Michael Connelly,2006
"Lover Avenged, part two",J.R. Ward,2011
Cold Days,Jim Butcher,2012
Me & Emma,Elizabeth Flock,2005
A Death In Vienna,Daniel Silva,2003
The Glass Magician,Charlie N. Holmberg,2014
Waylander ,David Gemmell,1986
I've Got Your Number,Sophie Kinsella,2011
Queen of Shadows,Sarah J. Maas,2015
His Dark Materials,Philip Pullman,2000
Forgotten,Cat Patrick,2011
The Bone Season,Samantha Shannon,2013
The Night is for Hunting,John Marsden,1998
The Power of the Dog,Don Winslow,2005
The Krishna Key,Ashwin Sanghi,2012
Innocent,Scott Turow,2005
Keeping Faith,Jodi Picoult,1999
The Tombs of Atuan,Ursula K. Le Guin,1970
The Wedding Dress,Rachel Hauck,2012
Factotum,Charles Bukowski,1975
Peeps,Scott Westerfeld,2005
Romancing the Duke,Tessa Dare,2014
Bed of Roses,Nora Roberts,2009
The Good Girl,Mary Kubica,2014
The Heart of the Matter,Graham Greene,1948
Blessings,Anna Quindlen,2002
Lucky Us,Amy Bloom,2014
I Am Pilgrim,Terry Hayes,2013
V is for Vengeance,Sue Grafton,2011
Practice Makes Perfect,Julie James,2009
The Silent Sister,Diane Chamberlain,2014
HHhH,Laurent Binet,2009
The Heart of Betrayal,Mary E. Pearson,2015
Dream Team,Jack McCallum,2012
The Christmas Box,Richard Paul Evans,1993
Bet Me,Jennifer Crusie,2004
The Crown,Kiera Cass,2016
Changeless,Gail Carriger,2010
Dispatches,Michael Herr,1977
Skin Trade,Laurell K. Hamilton,2009
The Darkest Seduction,Gena Showalter,2012
The Grouchy Ladybug,Eric Carle,1977
Tinkers,Paul Harding,2008
Cold Sassy Tree,Olive Ann Burns,1984
Where She Went,Gayle Forman,2011
The Darkest Road,Guy Gavriel Kay,1986
Dust of Dreams,Steven Erikson,2009
The Sociopath Next Door,Martha Stout,2005
The Kill Artist,Daniel Silva,2000
City of Dragons,Robin Hobb,2011
Map of Bones,James Rollins,2005
Wish You Well,David Baldacci,2000
The Black Dahlia,James Ellroy,1987
News of the World,Paulette Jiles,2016
Night Star,Alyson Noel,2010
The Tale of Peter Rabbit,Beatrix Potter,1901
Behind Closed Doors,B.A. Paris,2016
Fire and Ice,Erin Hunter,2003
The Last Song,Nicholas Sparks,2008
Hopeless,Colleen Hoover,2012
Elsewhere,Gabrielle Zevin,2005
Fire,Kristin Cashore,2009
Bumi Manusia,Pramoedya Ananta Toer,1975
Exile ,R.A. Salvatore,1990
Snuff,Terry Pratchett,2011
Dead in the Family,Charlaine Harris,2010
The Way of Shadows,Brent Weeks,2008
Atlantis Found,Clive Cussler,1999
Midwives,Chris Bohjalian,1997
Geek Love,Katherine Dunn,1989
An Untamed State,Roxane Gay,2014
The Guns of Avalon,Roger Zelazny,1972
Rising Sun,Michael Crichton,1992
Empress of the World,Sara Ryan,2001
The Good Lord Bird,James McBride,2013
Sharpe's Tiger,Bernard Cornwell,1997
Unless,Carol Shields,2002
A Handful of Dust,Evelyn Waugh,1934
Journal 64,Jussi Adler-Olsen,2010
Lila,Marilynne Robinson,2014
Altered Carbon,Richard K. Morgan,2002
The Eternity Cure,Julie Kagawa,2013
I Know This Much Is True ,Wally Lamb,1998
Prince of Thorns,Mark  Lawrence,2011
Hawaii,James A. Michener,1959
Armada,Ernest Cline,2015
Wicked Appetite,Janet Evanovich,2009
Ozma of Oz,L. Frank Baum,1907
Maisie Dobbs,Jacqueline Winspear,2003
Catching Fire,Suzanne Collins,2009
What My Mother Doesn't Know,Sonya Sones,2001
Post Captain,Patrick O'Brian,1972
The Road,Cormac McCarthy,2006
Six Days of the Condor,James Grady,1974
Filth,Irvine Welsh,1998
Prodigy,Marie Lu,2013
The 4-Hour Body,Timothy Ferriss,2000
Arrow's Fall,Mercedes Lackey,1988
Sybil,Flora Rheta Schreiber,1973
Trojan Odyssey,Clive Cussler,2003
Raised by Wolves,Jennifer Lynn Barnes,2010
Pet Sematary,Stephen King,1983
The Round House,Louise Erdrich,2012
Love the One You're With,Emily Giffin,2008
The Dragonriders of Pern,Anne McCaffrey,1968
The Price of Salt,Patricia Highsmith,1952
Deadeye Dick,Kurt Vonnegut Jr.,1982
The Promise,Danielle Steel,1977
Ticktock,Dean Koontz,1996
Clariel: The Lost Abhorsen,Garth Nix,2014
Rose Under Fire,Elizabeth Wein,2013
On Liberty,John Stuart Mill,1859
Up Country,Nelson DeMille,2002
One Second After,William R. Forstchen,2009
Down London Road,Samantha Young,2013
The Third Wheel,Jeff Kinney,2012
South of Broad,Pat Conroy,2009
Station Eleven,Emily St. John Mandel,2014
Wither,Lauren DeStefano,2011
A Twist in the Tale,Jeffrey Archer,1988
Ghosts of Onyx,Eric S. Nylund,2006
Pivot Point,Kasie West,2013
The Great Gatsby,F. Scott Fitzgerald,1925
Coraline,Neil Gaiman,2002
The Warrior Heir,Cinda Williams Chima,2006
The Elves of Cintra ,Terry Brooks,2007
Demon Thief,Darren Shan,2005
Stolen Songbird,Danielle L. Jensen,2014
Dark Lover,J.R. Ward,2005
Whispers Under Ground,Ben Aaronovitch,2012
"Good Night, Mr. Tom",Michelle Magorian,1981
The Kitchen God's Wife,Amy Tan,1991
Enna Burning,Shannon Hale,2004
Mein Kampf,Adolf Hitler,1925
Book of the Dead,Patricia Cornwell,2007
The Hidden City,David Eddings,1994
The Guardian,Dee Henderson,2001
With a Tangled Skein,Piers Anthony,1985
Rage of Angels,Sidney Sheldon,1980
Petals on the Wind,V.C. Andrews,1980
The Way of Kings,Brandon Sanderson,2010
Pawn of Prophecy,David Eddings,1982
Sourcery,Terry Pratchett,1988
Red Country,Joe Abercrombie,2012
Peace Child,Don Richardson,1974
My Name Is Asher Lev,Chaim Potok,1972
Wicked Nights,Gena Showalter,2012
Sign of the Unicorn,Roger Zelazny,1975
The Christmas List,Richard Paul Evans,2009
Ship of Magic,Robin Hobb,1998
Momo,Michael Ende,1973
Rose Daughter,Robin McKinley,1997
The Moving Finger,Agatha Christie,1942
The Warlock,Michael Scott,2011
Triptych,Karin Slaughter,2006
Stealing Parker,Miranda Kenneally,2012
Washington: A Life,Ron Chernow,2010
The Very Hungry Caterpillar,Eric Carle,1969
The Expats,Chris Pavone,2012
Pope Joan,Donna Woolfolk Cross,1996
The Flood,William C. Dietz,2003
The Tell-Tale Heart,Edgar Allan Poe,1843
Wildwood,"Colin Meloy, Carson Ellis",2011
The Areas of My Expertise,John Hodgman,2005
Bleachers,John Grisham,2003
Outer Dark,Cormac McCarthy,1968
Frederica,Georgette Heyer,1965
Er ist wieder da,Timur Vermes,2012
Dragonquest,Anne McCaffrey,1971
Audrey Rose,Frank De Felitta,1975
Pattern Recognition,William Gibson,2003
The Way of Zen,Alan W. Watts,1957
True Believer,Nicholas Sparks,2003
City of Glass,Cassandra Clare,2009
Many Waters,Madeleine L'Engle,1986
The Undomestic Goddess,Sophie Kinsella,2005
Quentins,Maeve Binchy,2002
The Lifeboat,Charlotte Rogan,2012
East,Edith Pattou,2003
Cross Bones,Kathy Reichs,2005
A Caribbean Mystery,Agatha Christie,1964
Three to Get Deadly,Janet Evanovich,1997
The Nix,Nathan  Hill,2016
Once,Anna Carey,2012
Paladin of Souls,Lois McMaster Bujold,2003
Black Magic Sanction,Kim Harrison,2010
The First Wives Club,Olivia Goldsmith,1992
Lost In Time,Melissa de la Cruz,2011
A Wizard of Earthsea,Ursula K. Le Guin,1968
Thief of Time,Terry Pratchett,2001
The Sinner,Tess Gerritsen,2003
Maurice,E.M. Forster,1971
Round Ireland with a Fridge,Tony Hawks,1997
The Quillan Games,D.J. MacHale,2005
Point Blanc,Anthony Horowitz,2001
Second Grave on the Left,Darynda Jones,2011
Rubyfruit Jungle,Rita Mae Brown,1973
Murder in Mesopotamia,Agatha Christie,1936
Rocket Boys,Homer Hickam,1998
Bluebeard,Kurt Vonnegut Jr.,1987
The Elite,Kiera Cass,2013
The Blue Bistro,Elin Hilderbrand,2005
Mightier Than the Sword,Jeffrey Archer,2015
The Outcasts,John Flanagan,2011
House Rules,Jodi Picoult,2010
Miss Rumphius,Barbara Cooney,1981
O Monte Cinco,Paulo Coelho,1996
Last Breath,Rachel Caine,2011
Tangerine,"Edward Bloor, Danny De Vito",1997
About That Night,Julie James,2012
The Laughing Corpse,Laurell K. Hamilton,1994
Thirst No. 2,Christopher Pike,2010
La Chute,"Albert Camus, Justin O'Brien",1956
The Emperor's Blades,Brian Staveley,2014
The Silver Star,Jeannette Walls,2013
The Story of an Hour,Kate Chopin,1894
To the Nines,Janet Evanovich,2003
The Dark And Hollow Places,Carrie Ryan,2011
A Long Way Down,Nick Hornby,2005
Knit Two,Kate Jacobs,2007
The Vor Game,Lois McMaster Bujold,1990
The Path to Power,Robert A. Caro,1982
Frostbitten,Kelley Armstrong,2009
Vinegar Hill (P.S.),A. Manette Ansay,1994
My Favorite Mistake,Chelsea M. Cameron,2012
Edge of Eternity,Ken Follett,2014
The Moon and More,Sarah Dessen,2013
Furiously Happy,Jenny  Lawson,2015
The Innocent,David Baldacci,2012
A Walk Across America,Peter Jenkins,1979
Magician,Raymond E. Feist,1982
The Prophet of Yonwood,Jeanne DuPrau,2006
All Together Dead,Charlaine Harris,2007
The Crimson Crown,Cinda Williams Chima,2012
The River Why,David James Duncan,1983
Wemberly Worried,Kevin Henkes,2000
Eve,Anna Carey,2011
Salt: A World History,Mark Kurlansky,2002
Galileo's Daughter,Dava Sobel,1999
The Quiet Game,Greg Iles,1999
Bloody Bones,Laurell K. Hamilton,1996
Flipped,Wendelin Van Draanen,2001
Dune,Frank Herbert,1965
The Dressmaker,Kate Alcott,2012
This Charming Man,Marian Keyes,2008
B is for Burglar,Sue Grafton,1985
Hornet's Nest,Patricia Cornwell,1996
Henry & Ramona,Cynthia J. McGean,1997
The Winner's Kiss,Marie Rutkoski,2016
Stolen,Kelley Armstrong,2002
I Still Dream About You,Fannie Flagg,2010
The Scarlet Pimpernel,Emmuska Orczy,1905
Among Others,Jo Walton,2011
The Secret,Rhonda Byrne,2006
The Boy Next Door (Boy #1),Meg Cabot,2002
Fade Out,Rachel Caine,2009
Dearly Devoted Dexter,Jeff Lindsay,2005
The Razor's Edge,W. Somerset Maugham,1944
The Two Pearls of Wisdom,Alison Goodman,2008
Startide Rising,David Brin,1983
Finding Audrey,Sophie Kinsella,2015
Dead Beat,Jim Butcher,2005
Orientalism,Edward Said,1978
The Lady in the Lake,Raymond Chandler,1943
Winning,"Jack Welch, Suzy Welch",1992
You Can Win,Shiv Khera,1998
Maitreyi,Mircea Eliade,1933
The Aquitaine Progression,Robert Ludlum,1984
Act of Treason,Vince Flynn,2006
Life,Keith Richards,2010
Damned,Chuck Palahniuk,2011
Say Cheese and Die!,R.L. Stine,1992
Absurdistan,Gary Shteyngart,2006
Copper Sun,Sharon M. Draper,2006
Skeletons at the Feast,Chris Bohjalian,2008
Peril at End House,Agatha Christie,1932
The Dragon Keeper,Robin Hobb,2009
Practical Magic,Alice Hoffman,1995
The Gate House,Nelson DeMille,2008
Magic Shifts,Ilona Andrews,2015
A Quick Bite,Lynsay Sands,2005
Seize the Night,Sherrilyn Kenyon,2004
Nemesis,Agatha Christie,1971
Dirty,Kylie Scott,2016
After,Anna Todd,2014
The Templar Legacy,Steve Berry,2006
After the Night,Linda Howard,1995
Kidnapped,Robert Louis Stevenson,1886
Fated,Benedict Jacka,2012
Blackout,Connie Willis,2010
Hard Magic,Larry Correia,2011
Third Grave Dead Ahead,Darynda Jones,2012
Blue Dahlia,Nora Roberts,2004
Fool Me Once,Harlan Coben,2016
"Black Cat, Volume 1",Kentaro Yabuki,2001
Stars of Fortune,Nora Roberts,2015
Ramona and Her Mother,Beverly Cleary,1980
Accelerando,Charles Stross,2005
Breaking Dawn,Stephenie Meyer,2008
The Weight of Glory,C.S. Lewis,1949
Casino Royale,Ian Fleming,1953
Oryx and Crake,Margaret Atwood,2003
A Spot of Bother,Mark Haddon,2006
The Pale Rider,Bernard Cornwell,2005
Such a Rush,Jennifer Echols,2012
The Physician,Noah Gordon,1986
Skipping Christmas,John Grisham,2001
Sweethearts,Sara Zarr,2008
The Plains of Passage,Jean M. Auel,1990
Airframe,Michael Crichton,1996
Clean Sweep,Ilona Andrews,2012
"Gone, Baby, Gone",Dennis Lehane,1998
Daughter,Jane Shemilt,2014
Frost Burned,Patricia Briggs,2013
Twelve Sharp,Janet Evanovich,2006
Flyy Girl,Omar Tyree,1993
"Rabbit, Run",John Updike,1960
Homo faber: Ein Bericht,Max Frisch,1957
The Howling,Gary Brandner,1977
Hades,Alexandra Adornetto,2011
Babylon's Ashes,James S.A. Corey,2016
The Big Bad Wolf  ,James Patterson,2003
Nemesis,Isaac Asimov,1989
Captains Courageous,Rudyard Kipling,1897
First Strike,Eric S. Nylund,2003
The Serpent of Venice,Christopher Moore,2014
Along for the Ride,Sarah Dessen,2009
Coyote Blue,Christopher Moore,1994
Tribute,Nora Roberts,2008
Foundation's Edge,Isaac Asimov,1982
The Violets of March,Sarah Jio,2011
Dead to the World,Charlaine Harris,2004
The Pilgrims of Rayne,D.J. MacHale,2007
Loser,Jerry Spinelli,2002
Elizabeth Is Missing,Emma Healey,2014
The Kings of Clonmel,John Flanagan,2008
The Measure of a Lady,Deeanne Gist,2006
Apple Tree Yard,Louise Doughty,2013
Soulless,Gail Carriger,2009
The Darkest Kiss,Gena Showalter,2008
The Well of Lost Plots,Jasper Fforde,2003
The Far Side Gallery,Gary Larson,1984
George,Alex Gino,2015
The Comfort of Strangers,Ian McEwan,1981
The Novice,Trudi Canavan,2002
The Mane Event,Shelly Laurenston,2007
I Am the Cheese,Robert Cormier,1977
On a Pale Horse,Piers Anthony,1983
The Caves of Steel,Isaac Asimov,1954
Tricked,Kevin Hearne,2012
"Envy (Fallen Angels, #3)",J.R. Ward,2011
Light on Snow,Anita Shreve,2004
Clockwork Princess,Cassandra Clare,2013
The Returned,Jason Mott,2013
No Humans Involved,Kelley Armstrong,2007
The Summer Tree,Guy Gavriel Kay,1984
That Hideous Strength,C.S. Lewis,1945
The Manchurian Candidate,Richard Condon,1959
Cannery Row ,John Steinbeck,1945
Inside the O'Briens,Lisa Genova,2015
Beautiful Ruins,Jess Walter,2012
The Beautiful Mystery,Louise Penny,2012
The Painted Veil,W. Somerset Maugham,1925
The Blinding Knife,Brent Weeks,2012
Sometimes Never,Cheryl McIntyre,2012
Skinny Dip,Carl Hiaasen,2004
Zero History,William Gibson,2010
Look to Windward,Iain M. Banks,2000
Wolf in White Van,John Darnielle,2014
Evil Under the Sun,Agatha Christie,1941
Forget You,Jennifer Echols,2010
Sea of Poppies,Amitav Ghosh,2008
Lady Friday,Garth Nix,2007
Phantoms,Dean Koontz,1983
Get Shorty,Elmore Leonard,1990
Raven Black,Ann Cleeves,2006
The Bonesetter's Daughter,Amy Tan,2001
Black and Blue,Anna Quindlen,1998
Dexter by Design,Jeff Lindsay,2008
Aura,Carlos Fuentes,1962
Enclave,Ann Aguirre,2011
Perfect,Judith McNaught,1993
Daughter of Smoke & Bone,Laini Taylor,2011
Sphere,Michael Crichton,1987
Sahara,Clive Cussler,1992
Night Watch,Terry Pratchett,2002
Cry Wolf,Patricia Briggs,2008
Old Yeller,Fred Gipson,1956
The Book of Lost Things,John Connolly,2006
LaRose,Louise Erdrich,2016
House of Many Ways,Diana Wynne Jones,2008
Leota's Garden,Francine Rivers,1999
Gathering Blue,Lois Lowry,2000
Guilty as Sin (Deer Lake #2),Tami Hoag,1996
The Art Forger,B.A. Shapiro,2012
Mere Christianity,C.S. Lewis,1952
Stolen Prey,John Sandford,2012
The Matchmaker,Elin Hilderbrand,2014
The Lost Symbol,Dan Brown,2009
The Storyteller,Jodi Picoult,2013
Black-Eyed Susans,Julia Heaberlin,2015
Grim Tuesday,Garth Nix,2004
King's Cage,Victoria Aveyard,2017
Diary,Chuck Palahniuk,2003
Passenger,Alexandra Bracken,2016
A Chair for My Mother ,Vera B. Williams,1982
The Kept Woman,Karin Slaughter,2016
The Life List,Lori Nelson Spielman,2013
Pandemonium,Lauren Oliver,2012
Fight Club,Chuck Palahniuk,1996
Train to Pakistan,Khushwant Singh,1956
Burned,Karen Marie Moning,2015
Moon Palace,Paul Auster,1989
My Booky Wook,Russell Brand,2007
I Heart New York,Lindsey Kelk,2009
Autumn in Paris,Ilana Tan,2007
Imperial Bedrooms,Bret Easton Ellis,2010
Angelfall,Susan Ee,2011
My Sweet Audrina,V.C. Andrews,1982
A Certain Slant of Light,Laura Whitcomb,2005
Airborn,Kenneth Oppel,2004
The Stonekeeper,Kazu Kibuishi,2008
"Son (The Giver, #4)",Lois Lowry,2012
Amazonia,James Rollins,2002
Inherent Vice,Thomas Pynchon,2009
You'll Grow Out of It,Jessi Klein,2016
The Cement Garden,Ian McEwan,1978
Married By Morning,Lisa Kleypas,2010
Just After Sunset,Stephen King,2008
The Abduction,John Grisham,2010
While My Sister Sleeps,Barbara Delinsky,2009
Anne of Windy Poplars,L.M. Montgomery,1936
Main Street,Sinclair Lewis,1920
Fool's Errand,Robin Hobb,2001
Chocolat,Joanne Harris,1998
Incarceron,Catherine Fisher,2007
The Firebird,Susanna Kearsley,2013
The House We Grew Up In,Lisa Jewell,2013
Dandelion Wine,Ray Bradbury,1957
The Dispossessed,Ursula K. Le Guin,1974
The Tale of the Body Thief,Anne Rice,1992
Back Roads,Tawni O'Dell,1999
Oracle Night,Paul Auster,2004
The Indigo Spell,Richelle Mead,2013
Better Than Life,Grant Naylor,1990
The Mammoth Hunters,Jean M. Auel,1985
Shadows of Self,Brandon Sanderson,2015
Hot Ticket,Olivia Cunning,2013
The Invention of Wings,Sue Monk Kidd,2014
Whose Body?,Dorothy L. Sayers,1923
Us,David Nicholls,2014
Inheritance,Christopher Paolini,2011
The Last Patriot,Brad Thor,2008
Black Notice,Patricia Cornwell,1999
Until I Find You,John Irving,2005
Tiger Lily,Jodi Lynn Anderson,2012
The Human Stain,Philip Roth,2000
The Lords of Discipline,Pat Conroy,1980
Finding Cinderella,Colleen Hoover,2013
Shopaholic and Sister,Sophie Kinsella,2004
The Black Company,Glen Cook,1984
The Rose & the Dagger,Renee Ahdieh,2016
The Orc King,R.A. Salvatore,2007
Home,Marilynne Robinson,2008
Dark Guardian,Christine Feehan,2002
Strengths Finder 2.0,Tom Rath,2007
Edvard Munch,Ulrich Bischoff,1990
The Temple of My Familiar,Alice Walker,1989
Three Junes,Julia Glass,2002
Contest,Matthew Reilly,1996
A Cup of Friendship,Deborah Rodriguez,2011
Life As We Knew It,Susan Beth Pfeffer,2006
Nightmares & Dreamscapes ,Stephen King,1993
Glass Sword,Victoria Aveyard,2016
A Complicated Kindness,Miriam Toews,2004
Psycho,Robert Bloch,1959
The Glass Lake,Maeve Binchy,1994
Hollywood,Charles Bukowski,1989
An Ember in the Ashes,Sabaa Tahir,2015
The Other Daughter,Lisa Gardner,1999
Never Look Away,Linwood Barclay,2010
Written in Red,Anne Bishop,2013
One for the Money,Janet Evanovich,1994
The Lost World ,Arthur Conan Doyle,1912
Raising Steam,Terry Pratchett,2013
The Odessa File,Frederick Forsyth,1972
Salmon Fishing in the Yemen,Paul Torday,2006
Junk,Melvin Burgess,1996
Carolina Moon,Nora Roberts,2000
Cop Town,Karin Slaughter,2014
Library of Souls ,Ransom Riggs,2015
The Visitor,Lee Child,2000
The Dog Stars,Peter Heller,2012
Music of the Heart,Katie Ashley,2013
Economics in One Lesson,Henry Hazlitt,1946
Longitude,"Dava Sobel, Neil Armstrong",1995
Blankets,Craig Thompson,2003
The Secret Servant,Daniel Silva,2007
After I'm Gone,Laura Lippman,2014
This Present Darkness,Frank E. Peretti,1986
A Scanner Darkly ,Philip K. Dick,1977
The Black Prism,Brent Weeks,2010
The Chaperone,Laura Moriarty,2012
Skinwalker,Faith Hunter,2009
Princeps' Fury,Jim Butcher,2008
Abarat,Clive Barker,2002
If You Find Me,Emily Murdoch,2013
The Secret Between Us,Barbara Delinsky,2008
The Collector,Nora Roberts,2014
Emperor of Thorns,Mark  Lawrence,2013
The Engagements,J. Courtney Sullivan,2013
Plum Island,Nelson DeMille,1997
The Oath,Frank E. Peretti,1995
Morgawr ,Terry Brooks,2002
The Smoke Jumper,Nicholas Evans,2001
Mortal Engines,Philip Reeve,2001
The Water is Wide,Pat Conroy,1969
Private Peaceful,Michael Morpurgo,2003
The Red Garden,Alice Hoffman,2011
A Perfect Evil,Alex Kava,2000
Sandry's Book,Tamora Pierce,1997
Forever . . .,Judy Blume,1975
"Bless Me, Ultima",Rudolfo Anaya,1972
Mila 18,Leon Uris,1961
The Marriage Bargain,Jennifer Probst,2012
Requiem (Providence #2),Jamie McGuire,2011
The Shining Girls,Lauren Beukes,2013
Dark Fire,Christine Feehan,2001
On the Way to Wedding,Julia Quinn,2006
Drop City,"T.C. Boyle, Richard Poe",2003
Star Wars: Lost Stars,Claudia Gray,2015
The Sapphire Rose ,David Eddings,1991
The Runaway Jury,John Grisham,1996
The Shell Seekers,Rosamunde Pilcher,1987
Dark Rivers of the Heart,Dean Koontz,1994
Drowned Wednesday,Garth Nix,2004
Until You,Judith McNaught,1994
Tara Road,Maeve Binchy,1998
Revelations,Melissa de la Cruz,2008
The Feast of All Saints,Anne Rice,1979
Big Trouble,Dave Barry,1999
Stitches: A Memoir,David Small,2009
A Window Opens,Elisabeth Egan,2015
Darkest Hour,Meg Cabot,2001
Blood Red Road ,Moira Young,2011
Mountain Interval,Robert Frost,1916
Fuzzy Nation,John Scalzi,2011
A Gentleman in Moscow,Amor Towles,2016
Shadow Spell,Nora Roberts,2014
The Skull Throne,Peter V. Brett,2015
Songs of Willow Frost,Jamie Ford,2013
The Lost Saint,Bree Despain,2010
Partials,Dan Wells,2012
Prayers for Rain ,Dennis Lehane,1999
Fire Touched,Patricia Briggs,2016
A Different Blue,Amy Harmon,2013
Queen of Babble Gets Hitched,Meg Cabot,2008
Slave to Sensation,Nalini Singh,2006
The Wrath & the Dawn,Renee Ahdieh,2015
The Amulet of Samarkand,Jonathan Stroud,2003
The Memory of Earth,Orson Scott Card,1992
Supernova: Petir,Dee Lestari,2004
Children of the Mind,Orson Scott Card,1996
All the Pretty Horses,Cormac McCarthy,1992
Tyrannosaur Canyon,Douglas Preston,2005
The Akhenaten Adventure,P.B. Kerr,2004
Sabriel,Garth Nix,1995
Wicked Lovely ,Melissa Marr,2007
Graffiti Moon,Cath Crowley,2010
Magyk,Angie Sage,2005
The Heart Goes Last,Margaret Atwood,2015
"These High, Green Hills",Jan Karon,1995
Living History,Hillary Rodham Clinton,2003
A Study in Scarlet,Arthur Conan Doyle,1887
Monster,Frank E. Peretti,2005
Deeper than Midnight,Lara Adrian,2011
The Likeness,Tana French,2008
Ragtime,E.L. Doctorow,1974
Second Chance Summer,Morgan Matson,2012
Cities of the Plain ,Cormac McCarthy,1996
Heartless,Marissa Meyer,2016
Half Blood Blues,Esi Edugyan,2011
City of Golden Shadow,Tad Williams,1996
Saphirblau,Kerstin Gier,2010
Deception Point,Dan Brown,2001
Chromosome 6,Robin Cook,1997
Christy,Catherine Marshall,1967
The Nest,Cynthia D'Aprix Sweeney,2016
Run,Ann Patchett,2007
Memory,Doug Lloyd,2015
On the Jellicoe Road,Melina Marchetta,2006
Lord of Scoundrels,Loretta Chase,1995
Rebel of the Sands,Alwyn Hamilton,2016
Skinny Legs and All,Tom Robbins,1990
T is for Trespass ,Sue Grafton,2007
The Girl of Fire and Thorns,Rae Carson,2011
In the Woods,Tana French,2007
Stone of Tears,Terry Goodkind,1995
The Assassin's Blade,Sarah J. Maas,2014
Vanish,Sophie Jordan,2011
A Trick of the Light,Louise Penny,2011
Beezus and Ramona,Beverly Cleary,1955
The Human Division,John Scalzi,2013
Barnyard Dance,Sandra Boynton,1993
Dark Desire,Christine Feehan,1999
